episode,reward,loss
1,0.822549718229884,52.34993362426758
2,3.1353398648153457,36.184722900390625
3,2.1354186072267693,52.8458251953125
4,2.0076514920975814,32.28870391845703
5,3.015955257979478,23.53262710571289
6,1.0186851319528378,22.65686798095703
7,3.037543159818526,1.454554557800293
8,1.2722611809643765,11.637571334838867
9,1.87143107154076,20.740781784057617
10,2.000915238540391,27.969242095947266
11,3.1361015290107566,5.7851152420043945
12,2.370129550388733,5.265312194824219
13,2.0117453719409943,21.12255859375
14,2.050700173942701,32.384056091308594
15,1.055194583033075,37.89292526245117
16,3.0995743922660366,29.41513442993164
17,3.370374130358356,16.36664390563965
18,2.8720066593496933,21.76995849609375
19,4.004970017848388,6.052563667297363
20,1.871964379654835,12.326976776123047
21,1.272848651572823,0.5616445541381836
22,2.0321392839395145,21.77613067626953
23,2.0074370934049894,27.99439239501953
24,2.031796053545719,38.571266174316406
25,2.0268773610245217,31.34152603149414
26,2.2715824484387803,22.342559814453125
27,2.143028433486609,14.317797660827637
28,2.0635159261865614,4.582788467407227
29,2.4232949391484437,16.17461585998535
30,1.1723384534837795,9.031084060668945
31,4.135335283236612,13.095788955688477
32,2.0202138409972563,18.126901626586914
33,3.0000334034015803,19.9464111328125
34,3.049787068367864,18.90949821472168
35,1.6502454589970859,20.61627769470215
36,5.000911881965554,24.7482852935791
37,2.772390160120353,21.601030349731445
38,2.0018237639311094,31.52019691467285
39,1.4069177316753925,29.795198440551758
40,3.0049575043533325,19.40077781677246
41,2.2707613663327506,18.134963989257812
42,3.000670925255805,13.279699325561523
43,4.0,23.02078628540039
44,2.051610832298973,20.41391372680664
45,3.0002468196081735,22.04369354248047
46,2.4045107189489108,18.943527221679688
47,1.4109633540631707,20.303564071655273
48,2.0547445727211966,21.143407821655273
49,3.3678794411714423,32.230045318603516
50,2.016625571430642,21.590316772460938
51,2.6027888611437833,21.076129913330078
52,3.103638323514327,21.688323974609375
53,1.2514594939457484,12.976645469665527
54,1.2982462258230676,11.049938201904297
55,1.069926471187707,14.122973442077637
56,2.190092144382516,14.0982666015625
57,2.368674001301683,15.879642486572266
58,2.0006725883132432,20.49142074584961
59,4.0,20.341571807861328
60,2.7857927703189223,12.065855979919434
61,3.0632631874363843,9.934511184692383
62,2.3679128445730226,19.072660446166992
63,3.1354277766135357,10.695940017700195
64,1.7408238882565326,18.454973220825195
65,4.001823763931109,21.15003776550293
66,1.0162014657830105,18.02999496459961
67,2.7357588823428847,22.61779022216797
68,2.28898620536196,14.885047912597656
69,2.2713414917290304,12.43808364868164
70,2.149057996842957,14.466647148132324
71,2.6520259016428387,15.075636863708496
72,3.0049575043533325,19.076248168945312
73,2.505800213454494,-3.905890464782715
74,3.0050528248716715,12.742350578308105
75,3.031791532886905,22.449132919311523
76,2.3697032051025513,18.505462646484375
77,3.0134758939981707,17.426559448242188
78,3.0162115398948344,21.390914916992188
79,2.314040622778499,17.421894073486328
80,2.7738852908812808,21.06462287902832
81,2.368126260779616,16.87525749206543
82,3.0013995388660786,0.4030470848083496
83,2.1371590471677218,15.973176956176758
84,3.0436160443847275,14.380538940429688
85,2.3204576348410897,13.678058624267578
86,0.9220868583118068,1.6823844909667969
87,2.1488111772347835,15.814532279968262
88,2.054777976122777,16.734025955200195
89,2.1237591619433496,10.215785026550293
90,1.2532250588610747,16.308345794677734
91,3.0049575043533325,20.109970092773438
92,3.0366312777774684,18.43113136291504
93,3.0650867262971437,18.404827117919922
94,2.1488111772347835,18.17681121826172
95,3.0049575043533325,19.63861083984375
96,3.0864183461453325,18.975547790527344
97,2.1057089070536095,5.236481189727783
98,3.000670925255805,18.56034278869629
99,4.0,21.131031036376953
100,2.153650922125347,19.533092498779297
101,1.5099959926924966,12.488718032836914
102,2.0009177448639783,18.274913787841797
103,4.0,25.624797821044922
104,2.503214724408055,20.472745895385742
105,3.3678794411714423,20.35532569885254
106,5.002478752176667,18.49073028564453
107,3.3678794411714423,19.463388442993164
108,2.6435075119980005,17.069026947021484
109,1.4127437967089234,15.501398086547852
110,4.0,18.511474609375
111,2.4176665095393064,17.99118423461914
112,4.0020705835392825,7.057716369628906
113,1.2846964883402046,15.689617156982422
114,2.28898620536196,13.631096839904785
115,4.0,14.710216522216797
116,3.0056284296091373,12.104106903076172
117,3.135594391269493,11.650676727294922
118,3.137192450569302,16.762269973754883
119,4.0,22.038238525390625
120,3.3697032051025513,17.329242706298828
121,2.1631725617296653,7.561905860900879
122,3.135335283236613,17.868398666381836
123,4.001823763931109,16.740814208984375
124,1.271252848709301,9.891693115234375
125,3.135335283236613,13.515437126159668
126,2.391152584413509,13.141904830932617
127,2.275628070826558,12.57752799987793
128,2.372836945524775,18.492557525634766
129,4.099574136735727,13.644669532775879
130,3.1219539624030612,14.873714447021484
131,2.141875594811305,14.494258880615234
132,4.0,16.068716049194336
133,3.135335283236613,12.14238166809082
134,3.031791532886905,12.628640174865723
135,2.185217672122816,15.674175262451172
136,4.0,16.718643188476562
137,4.735758882342886,10.792938232421875
138,2.0556564546867513,14.154961585998535
139,4.735792285744465,5.948407173156738
140,3.00369292779198,6.240448474884033
141,3.135335283236613,15.670415878295898
142,3.09990959936363,15.050010681152344
143,3.018315638888734,13.965930938720703
144,4.004962025012147,12.38123893737793
145,3.3678794411714423,12.044971466064453
146,2.190529019510989,12.704811096191406
147,3.063262962366035,13.602245330810547
148,2.5081845171860944,12.892242431640625
149,2.772390160120353,9.232379913330078
150,3.0186532583564327,8.669755935668945
151,4.0,13.81692123413086
152,3.0995741519657076,15.495264053344727
153,3.0049642853415537,14.711345672607422
154,3.0021637472178253,14.268308639526367
155,2.4718532273136717,12.49721622467041
156,3.0134758939981707,15.394472122192383
157,3.105462699250077,5.417660236358643
158,4.135351984937403,7.598784446716309
159,3.7855504713695627,7.612464904785156
160,4.0,13.092594146728516
161,3.0549469166662027,10.791933059692383
162,2.643630921802087,9.608434677124023
163,2.1420732302356984,10.415287017822266
164,4.004959167410771,10.229887008666992
165,1.422826357837645,4.104330539703369
166,3.3679702410309673,11.698594093322754
167,4.001825426988548,11.461052894592285
168,2.100245061991533,8.98808479309082
169,4.000670925255805,17.16432762145996
170,4.000761725115329,9.702496528625488
171,3.1353475716613195,12.281394004821777
172,2.638550007644668,12.59303092956543
173,2.178705119817808,11.793895721435547
174,3.0134758939981707,10.950094223022461
175,3.051701632158498,10.582947731018066
176,3.3678794411714423,12.722273826599121
177,3.087336091009311,-8.425201416015625
178,4.099575799793166,8.669912338256836
179,3.1353357333773118,7.6122846603393555
180,1.271540697749809,3.6556529998779297
181,3.054946947126162,14.894644737243652
182,2.068773632512403,12.789522171020508
183,4.013480414656986,10.894706726074219
184,2.788029234751822,-2.203782081604004
185,3.018315638888734,6.384131908416748
186,3.001823763931109,6.200982093811035
187,3.2349094199723405,9.191949844360352
188,3.367982529455674,10.619632720947266
189,4.005628429609137,8.89096450805664
190,4.000004520658814,8.746819496154785
191,3.369715493527258,13.49028491973877
192,2.275628070826558,10.982422828674316
193,4.0,16.733068466186523
194,4.005628429609137,10.92905330657959
195,3.735759494147526,10.857651710510254
196,3.381359855828427,13.853342056274414
197,3.273149318649892,3.182781457901001
198,2.3256174831394283,4.691650390625
199,2.675304695226223,0.8691682815551758
200,4.018433398351504,12.457018852233887
201,3.020213923796011,12.54554271697998
202,3.0882421100764414,1.7559773921966553
203,3.3729277453843,7.74591064453125
204,3.4046015188084358,6.960527420043945
205,3.0202138409972563,8.508889198303223
206,3.0159569210369166,-2.553523302078247
207,4.005628429609137,10.75743579864502
208,2.67542810503031,-3.0051026344299316
209,3.0376376656611757,10.378604888916016
210,3.004958228693148,8.241663932800293
211,4.000000011205593,7.169052600860596
212,4.000704328657386,9.621818542480469
213,3.7540745516915783,8.94095230102539
214,4.014146819253976,10.632064819335938
215,3.103877264648144,-3.4745917320251465
216,4.000033403401581,7.958160400390625
217,3.3678811042288808,15.893569946289062
218,3.0516276413824936,-1.2203140258789062
219,4.001823763931109,9.1184663772583
220,1.4162969701608539,-2.736132860183716
221,3.0232731432420668,6.731341361999512
222,3.0141513399127895,-0.17136716842651367
223,2.2349110830297794,7.560117721557617
224,4.000033403401581,7.2503461837768555
225,2.381388963641543,7.363116264343262
226,2.1719665610140813,6.02178955078125
227,3.1402973082487593,2.52836275100708
228,4.0,9.392998695373535
229,3.367925215796484,-0.19284415245056152
230,3.0006754611445987,2.715233325958252
231,2.406252669318012,4.523887634277344
232,4.000670925255805,7.599088668823242
233,3.1402927875899453,5.436001300811768
234,3.1421165515210543,5.434360504150391
235,2.517240646275034,3.582693338394165
236,2.381355335169613,10.637606620788574
237,3.0996649365952527,8.045001983642578
238,3.2367331839034494,3.203481435775757
239,2.4014947379894562,4.489450931549072
240,4.0,7.266228675842285
241,3.043369224776554,7.9254631996154785
242,5.135335283236612,1.9997937679290771
243,2.4045107189489108,4.737191677093506
244,3.3813887385711934,4.192851543426514
245,4.0,7.500998497009277
246,3.043369224776554,3.832550525665283
247,2.46745357790717,2.5779128074645996
248,1.4557929180777018,3.5820188522338867
249,2.0385294798859905,-3.940974712371826
250,2.871340985187671,3.95823073387146
251,3.0134758939981707,1.7438772916793823
252,3.3678794411714423,8.219401359558105
253,2.1671268161235178,3.510718584060669
254,2.4045107189489108,6.922168731689453
255,3.383179099100722,4.665565490722656
